token, fname, lname, job, city, country
3028,Casey,Lawson,singer,Montego Bay,Jamaica
3029,Mel,Sterling,developer,Ocho Rios,Jamaica
3030,Lee,Watson,deejay,Virgin Islands,Virgin Islands
3031,Randy,Burton,photographer,Bristol,UK
3032,Cameron,Stephens,story teller,Bristol,UK
3033,Vic,West,cooker,Kingston,Jamaica
3034,Winnie,Forrest,promoter,New York,USA
3035,Eddie,Ross,activist,Spanish Town,Jamaica
3036,Ashley,Johnson,promoter,San Andres,Colombia
3037,Judy,Juice,drummer,New York,USA
3038,Aayla,Juice,horns player,New York,USA
3039,Queen,Cole,poet,Trinidad & Tobago,Trinidad & Tobago
3040,Lioness,Rodriguez,deejay,London,UK
3041,Andy,Whales,grower,New York,USA
3042,Jean,Juice,painter,Ocho Rios,Jamaica
3043,Mel,Gibson,writter,Paris,France
3044,Ali,Stephens,box lifter,Havana,Cuba
3045,Noel,Clarke,selectah,Spanish Town,Jamaica
3046,Val,Lion,driver,Negril,Jamaica
3047,Don,Hold,movie star,San Diego,USA
3048,Tony,Tucker,promoter,Montego Bay,Jamaica
3049,Lioness,Tuffy,movie star,Toronto,Canada
3050,Chance,Levi,box lifter,Spanish Town,Jamaica
3051,Judy,Bailey,producer,London,UK
3052,Aayla,Wallace,cooker,Dakar,Senegal
3053,Ranking,Banton,activist,San Francisco,USA
3054,Carol,Lawson,philosopher,Spanish Town,Jamaica
3055,Miss,Echo,farmer,Spanish Town,Jamaica
3056,Ketty,Silvera,hustler,Negril,Jamaica
3057,August,Ranks,keyboard player,Kingston,Jamaica
3058,Daryl,Johnson,mix engineer,Spanish Town,Jamaica
3059,Lloyd,I,designer,New York,USA
3060,Ruby,Whales,athlete,Spanish Town,Jamaica
3061,Bertie,Davis,driver,Spanish Town,Jamaica
3062,Alex,Chung,story teller,Ocho Rios,Jamaica
3063,Big,Powell,journalist,Lalibela,Ethiopia
3064,Vic,Black,athlete,Kingston,Jamaica
3065,Willy,Grant,athlete,Mexico City,Mexico
3066,Lee,Richardson,deejay,Havana,Cuba
3067,Jess,Judah,horns player,Miami,USA
3068,Horace,Juice,farmer,Dakar,Senegal
3069,Winnie,Lewis,hustler,Spanish Town,Jamaica
3070,Lioness,Wonder,artisan,London,UK
3071,Delroy,Black,guitarist,New York,USA
3072,Randy,Ranks,writter,Manchester,UK
3073,Jennifer,Edward,bassist,Montego Bay,Jamaica
3074,Morgan,Black,drummer,Spanish Town,Jamaica
3075,Bob,Grant,story teller,São Paulo,Brazil
3076,Ray,Silvera,horns player,Lisbon,Portugal
3077,Mark,Henderson,rodie,Negril,Jamaica
3078,Lee,Bennett,promoter,Kingston,Jamaica
3079,Kenroy,Stone,drummer,St. Ann,Jamaica
3080,Natty,Gardner,mix engineer,Negril,Jamaica
3081,Lee,EastWood,movie star,Ocho Rios,Jamaica
3082,Steff,Star,selectah,Manchester,UK
3083,Ruby,Brooks,painter,San Francisco,USA
3084,Cedella,Johnson,rodie,Montego Bay,Jamaica
3085,Judy,Spirit,guitarist,Trinidad & Tobago,Trinidad & Tobago
3086,Mel,London,teacher,Mexico City,Mexico
3087,Vinnie,Brooks,dealer,Ocho Rios,Jamaica
3088,Queen,Watson,bassist,San Jose,Costa Rica
3089,Leslie,Bailey,guitarist,St. Ann,Jamaica
3090,Morgan,30,teacher,Trinidad & Tobago,Trinidad & Tobago
3091,Connie,Reid,producer,Kingston,Jamaica
3092,Queen,London,writter,London,UK
3093,Francis,Edward,dread maker,Negril,Jamaica
3094,Angel,Campbell,writter,Montego Bay,Jamaica
3095,Horace,Burton,guitarist,Luanda,Angola
3096,Big,Warren,driver,Los Angeles,USA
3097,Hopeton,Clarke,photographer,Ocho Rios,Jamaica
3098,Randy,Fyah,keyboard player,New York,USA
3099,Horace,Baker,teacher,St. Ann,Jamaica
3100,Lou,Pryce,cooker,Virgin Islands,Virgin Islands
3101,Ricky,Black,rodie,Montego Bay,Jamaica
3102,Ollie,Lawson,dread maker,Negril,Jamaica
3103,Ranking,EastWood,activist,Ocho Rios,Jamaica
3104,Randy,Higgins,keyboard player,Negril,Jamaica
3105,Andy,Stone,promoter,London,UK
3106,Taniyah,Baker,designer,Bristol,UK
3107,Leroy,Chambers,story teller,San Jose,Costa Rica
3108,Winnie,Tucker,box lifter,Spanish Town,Jamaica
3109,Junior,Williams,trader,Accra,Ghana
3110,Jerry,Bailey,teacher,St. Ann,Jamaica
3111,Jennifer,Vibes,story teller,Accra,Ghana
3112,Lioness,Bear,designer,Negril,Jamaica
3113,Desmond,Bennett,photographer,London,UK
3114,Adrian,Ranks,producer,London,UK
3115,Taylor,Edward,dread maker,Negril,Jamaica
3116,Bob,Gibson,promoter,Luanda,Angola
3117,Cameron,Nelson,story teller,Toronto,Canada
3118,Lou,Gardner,dancer,São Luís,Brazil
3119,Brooke,Ford,designer,San Francisco,USA
3120,Andy,Irie,horns player,São Paulo,Brazil
3121,Jada,Killah,movie star,Montego Bay,Jamaica
3122,Connie,Stone,activist,Miami,USA
3123,Taylor,Tucker,cooker,St. Ann,Jamaica
3124,Jess,Youth,guitarist,Toronto,Canada
3125,Vinnie,Jackson,athlete,Accra,Ghana
3126,Stevie,33,keyboard player,St. Ann,Jamaica
3127,Kenroy,Moore,trader,Luanda,Angola
3128,Brooke,Black,producer,London,UK
3129,Natty,Jackson,dealer,Kingston,Jamaica
3130,Kimberley,EastWood,drummer,Negril,Jamaica
3131,Reggie,Lion,cooker,Spanish Town,Jamaica
3132,Mel,Palmer,horns player,Havana,Cuba
3133,Andy,Asher,grower,San Diego,USA
3134,Kelly,Green,dread maker,San Francisco,USA
3135,Glen,Love,photographer,Trinidad & Tobago,Trinidad & Tobago
3136,Ray,Fuller,singer,San Francisco,USA
3137,General,Stone,keyboard player,San Diego,USA
3138,Jada,Ross,painter,Ocho Rios,Jamaica
3139,Ernie,Champion,trader,Montego Bay,Jamaica
3140,Chevelle,Ford,mix engineer,Luanda,Angola
3141,Steff,Chung,singer,Lisbon,Portugal
3142,Jude,Crystal,selectah,Montego Bay,Jamaica
3143,Tony,Stone,designer,New York,USA
3144,Desmond,Fisher,designer,Ocho Rios,Jamaica
3145,Chris,Moore,designer,Negril,Jamaica
3146,Junior,Palmer,grower,Negril,Jamaica
3147,Steff,McKenzie,developer,Addis Abeba,Ethiopia
3148,Sammy,Prophet,writter,Kingston,Jamaica
3149,Cedella,Williams,welder,São Paulo,Brazil
3150,Mark,Campbell,rodie,Salvador,Brazil
3151,Tony,Baker,architect,Panama,Panama
3152,Willy,Banks,poet,Addis Abeba,Ethiopia
3153,Chris,Levi,artisan,St. Ann,Jamaica
3154,Junior,Levi,artisan,Manchester,UK
3155,Jerry,Richardson,story teller,Lisbon,Portugal
3156,Miss,Smith,journalist,Berlin,DE
3157,Natty,Black,trader,Soweto,South Africa
3158,Ras,Warriah,athlete,São Paulo,Brazil
3159,Don,Crystal,painter,Harare,Zimbabwe
3160,Mel,Trader,painter,San Jose,Costa Rica
3161,Shelly,Trader,developer,Rio de Janeiro,Brazil
3162,Mickey,Spirit,story teller,Montego Bay,Jamaica
3163,Tony,Gardner,writter,London,UK
3164,Clair,Nelson,poet,Dakar,Senegal
3165,Taylor,Mystic,dealer,Salvador,Brazil
3166,Queen,Hyatt,philosopher,Havana,Cuba
3167,Bob,Fyah,dread maker,Kingston,Jamaica
3168,Danny,Sterling,deejay,Virgin Islands,Virgin Islands
3169,Junior,Mystic,activist,New York,USA
3170,Izzy,Baker,keyboard player,Lalibela,Ethiopia
3171,Chris,Black,story teller,Salvador,Brazil
3172,Willy,McKenzie,mix engineer,St. Ann,Jamaica
3173,Junior,Wong,singer,Ocho Rios,Jamaica
3174,Chris,Irie,promoter,St. Ann,Jamaica
3175,Angel,Killah,producer,Negril,Jamaica
3176,Don,Juice,poet,Kingston,Jamaica
3177,Jude,Davidson,architect,San Diego,USA
3178,Kaleisha,Fraser,painter,Trinidad & Tobago,Trinidad & Tobago
3179,Ketty,Smokey,rodie,São Paulo,Brazil
3180,Daddy,Fuller,movie star,Los Angeles,USA
3181,Kelly,Love,farmer,San Diego,USA
3182,Andy,Jackson,mix engineer,San Diego,USA
3183,Val,Davis,photographer,Havana,Cuba
3184,Izzy,Killah,horns player,London,UK
3185,Erin,Bull,dread maker,Miami,USA
3186,Jennifer,Clarke,producer,Dakar,Senegal
3187,Jess,Chung,horns player,Kingston,Jamaica
3188,Jean,Beckford,activist,San Francisco,USA
3189,Aayla,Higgins,horns player,London,UK
3190,Noel,Davis,story teller,New York,USA
3191,Cedella,Stephens,developer,Spanish Town,Jamaica
3192,Shelly,I,photographer,Kingston,Jamaica
3193,Natty,Hyatt,movie star,Berlin,DE
3194,Benny,Bear,drummer,Dakar,Senegal
3195,Glen,I,box lifter,Spanish Town,Jamaica
3196,Noel,Gardner,horns player,London,UK
3197,Leslie,Green,keyboard player,Kingston,Jamaica
3198,Cedella,Jackson,trader,Paris,France
3199,Courtney,Crystal,bassist,London,UK
3200,Steff,Collins,mix engineer,Virgin Islands,Virgin Islands
3201,Mighty,Warriah,activist,Negril,Jamaica
3202,Big,Baker,designer,Ocho Rios,Jamaica
3203,Chris,Wise,rodie,Montego Bay,Jamaica
3204,Cedella,McKenzie,philosopher,Spanish Town,Jamaica
3205,Morgan,Grant,dealer,Negril,Jamaica
3206,Morgan,Ward,activist,Negril,Jamaica
3207,General,Fraser,designer,Negril,Jamaica
3208,Mickey,Juice,athlete,New York,USA
3209,Eddie,Sinclair,box lifter,Salvador,Brazil
3210,Erin,Bailey,dread maker,Panama,Panama
3211,Daddy,Smokey,singer,Addis Abeba,Ethiopia
3212,Tony,Cooper,percussionist,Spanish Town,Jamaica
3213,August,Vibes,hustler,St. Ann,Jamaica
3214,Stevie,Ross,photographer,Ocho Rios,Jamaica
3215,Sista,Smokey,developer,Addis Abeba,Ethiopia
3216,Chevelle,Vibez,farmer,Negril,Jamaica
3217,Tony,Gibson,guitarist,New York,USA
3218,Clive,Gibson,trader,Salvador,Brazil
3219,Jerry,Bear,rodie,Kingston,Jamaica
3220,Tony,Black,dancer,St. Ann,Jamaica
3221,Mickey,Davis,athlete,Mexico City,Mexico
3222,Francis,Bhing,dealer,St. Ann,Jamaica
3223,Ricky,Fyah,mix engineer,St. Ann,Jamaica
3224,Chevelle,West,farmer,Miami,USA
3225,Ricky,Bennett,horns player,Spanish Town,Jamaica
3226,Glen,Rodriguez,trader,Kingston,Jamaica
3227,Chevelle,Chung,dealer,St. Ann,Jamaica
3228,Daddy,Rocky,cooker,Virgin Islands,Virgin Islands
3229,Ali,Killah,welder,Salvador,Brazil
3230,Bob,Sterling,designer,St. Ann,Jamaica
3231,Miss,Black,promoter,San Diego,USA
3232,August,Francis,driver,Havana,Cuba
3233,Ricky,White,promoter,Montego Bay,Jamaica
3234,Horace,Nelson,drummer,San Francisco,USA
3235,Mickey,Vibez,journalist,Kingston,Jamaica
3236,Morgan,Fraser,story teller,London,UK
3237,Marion,Banks,dealer,San Jose,Costa Rica
3238,Clive,Brooks,promoter,London,UK
3239,Benny,Williams,keyboard player,Montego Bay,Jamaica
3240,Reggie,Warren,artisan,Ocho Rios,Jamaica
3241,Daryl,Pryce,architect,Negril,Jamaica
3242,Ray,Beckford,bassist,St. Ann,Jamaica
3243,Lou,White,selectah,Montego Bay,Jamaica
3244,Judy,Echo,artisan,San Jose,Costa Rica
3245,Cameron,Lewis,story teller,San Francisco,USA
3246,Courtney,Powell,architect,Paris,France
3247,Tony,Spirit,selectah,San Jose,Costa Rica
3248,Cherry,Chambers,guitarist,Spanish Town,Jamaica
3249,Cameron,Tuffy,doctor,Salvador,Brazil
3250,Shannon,Banks,cooker,Montego Bay,Jamaica
3251,Natty,Reid,percussionist,Kingston,Jamaica
3252,Miss,Judah,producer,Luanda,Angola
3253,Taylor,Bull,farmer,San Diego,USA
3254,Judy,Jarret,drummer,New York,USA
3255,Vic,Bull,dancer,Paris,France
3256,Taylor,Vibes,producer,New York,USA
3257,Taniyah,Star,artisan,Negril,Jamaica
3258,Donavan,Beckford,artisan,Montego Bay,Jamaica
3259,Vic,Irie,box lifter,Paris,France
3260,Delroy,Sinclair,artisan,São Paulo,Brazil
3261,Clair,Winner,dealer,San Andres,Colombia
3262,Cedella,Pryce,mix engineer,New York,USA
3263,Ellis,Stephens,journalist,Miami,USA
3264,Leslie,Ranks,driver,Addis Abeba,Ethiopia
3265,Jess,Bennett,welder,Spanish Town,Jamaica
3266,Bob,Reid,bassist,Ocho Rios,Jamaica
3267,Horace,Powell,rodie,London,UK
3268,General,Silvera,producer,Salvador,Brazil
3269,Danny,Ward,grower,Spanish Town,Jamaica
3270,Taylor,Prophet,philosopher,Los Angeles,USA
3271,Courtney,Banton,cooker,London,UK
3272,Mighty,Campbell,poet,London,UK
3273,Stevie,Pryce,percussionist,San Jose,Costa Rica
3274,Bunny,Collins,developer,San Jose,Costa Rica
3275,Hopeton,Haynes,farmer,Berlin,DE
3276,Lee,Juice,dancer,London,UK
3277,Clair,Forbes,rodie,Toronto,Canada
3278,Morgan,Williams,hustler,Negril,Jamaica
3279,Ernie,Johnson,guitarist,San Diego,USA
3280,Rickie,Hylton,percussionist,San Francisco,USA
3281,Chris,Burton,dancer,Havana,Cuba
3282,Ollie,Davidson,painter,Spanish Town,Jamaica
3283,Shelly,Rodriguez,athlete,Ocho Rios,Jamaica
3284,Delroy,Champion,box lifter,Montego Bay,Jamaica
3285,Val,Tucker,horns player,San Jose,Costa Rica
3286,Miss,Henderson,horns player,Montego Bay,Jamaica
3287,Kimberley,Clarke,mix engineer,Addis Abeba,Ethiopia
3288,Glen,Sterling,horns player,Ocho Rios,Jamaica
3289,Jackie,Palmer,activist,Negril,Jamaica
3290,Junior,West,teacher,Kingston,Jamaica
3291,Lee,Stephens,poet,St. Ann,Jamaica
3292,Tony,Ward,doctor,Salvador,Brazil
3293,Ketty,Fisher,welder,London,UK
3294,Ricky,Stone,bassist,Salvador,Brazil
3295,Casey,Rocky,rodie,San Andres,Colombia
3296,Phil,Bennett,dread maker,New York,USA
3297,Bertie,Nelson,dancer,Havana,Cuba
3298,Tony,Bhing,journalist,Addis Abeba,Ethiopia
3299,Francis,Watson,horns player,Ocho Rios,Jamaica
3300,Shannon,Levi,guitarist,London,UK
3301,Mighty,Francis,drummer,London,UK
3302,Stevie,Vibez,singer,Ocho Rios,Jamaica
3303,Queen,Davis,painter,Montego Bay,Jamaica
3304,Chevelle,Livingston,movie star,San Diego,USA
3305,Tony,Rodriguez,producer,Lisbon,Portugal
3306,Jude,Moore,percussionist,London,UK
3307,Courtney,Fuller,writter,Negril,Jamaica
3308,Ernie,Russell,driver,Montego Bay,Jamaica
3309,Jah,Williams,artisan,Bristol,UK
3310,Reggie,Judah,dealer,St. Ann,Jamaica
3311,Kimberley,Fuller,trader,New York,USA
3312,Mel,Gardner,philosopher,Bristol,UK
3313,Ali,Brooks,mix engineer,Kingston,Jamaica
3314,Kenroy,Smith,poet,London,UK
3315,Queen,Vernon,guitarist,San Francisco,USA
3316,Linda,Killah,grower,Paris,France
3317,Ras,Livingston,artisan,Kingston,Jamaica
3318,Daryl,Mystic,driver,Harare,Zimbabwe
3319,Ali,Watson,promoter,Kingston,Jamaica
3320,Ashley,Vibez,architect,Panama,Panama
3321,Phil,Crystal,singer,London,UK
3322,Taniyah,Gardner,developer,London,UK
3323,Randy,Wise,architect,St. Ann,Jamaica
3324,Mel,Moore,designer,Havana,Cuba
3325,Connie,Green,painter,Kingston,Jamaica
3326,Kimberley,Baker,journalist,Trinidad & Tobago,Trinidad & Tobago
3327,Kimberley,Lawrence,story teller,Lalibela,Ethiopia
3328,Taylor,Tuffy,cooker,Kingston,Jamaica
3329,Jess,Green,horns player,Lalibela,Ethiopia
3330,Shelly,Brooks,writter,Negril,Jamaica
3331,Ras,Higgins,teacher,Negril,Jamaica
3332,Jah,Gardner,driver,Montego Bay,Jamaica
3333,Natty,Lion,box lifter,St. Ann,Jamaica
3334,Miss,Hyatt,singer,Kingston,Jamaica
3335,Tony,Crystal,horns player,Montego Bay,Jamaica
3336,Gene,Thompson,welder,Spanish Town,Jamaica
3337,Ras,Mystic,dread maker,Negril,Jamaica
3338,Big,Russell,hustler,Los Angeles,USA
3339,Marion,Champion,painter,New York,USA
3340,Ras,Thompson,producer,Negril,Jamaica
3341,Kaleisha,Youth,dread maker,St. Ann,Jamaica
3342,Clive,Haynes,drummer,Montego Bay,Jamaica
3343,Lee,Collins,dealer,Spanish Town,Jamaica
3344,Benny,Prophet,painter,St. Ann,Jamaica
3345,Big,Wise,painter,Ocho Rios,Jamaica
3346,Jess,White,deejay,Kingston,Jamaica
3347,Chance,Lawrence,writter,Ocho Rios,Jamaica
3348,Bertie,Vibez,photographer,New York,USA
3349,Zekiah,35,box lifter,Lalibela,Ethiopia
3350,Jada,Edward,developer,Birmingham,UK
3351,Ricky,Vibes,teacher,New York,USA
3352,Val,Bhing,activist,Lalibela,Ethiopia
3353,Jackie,Kultcha,teacher,Soweto,South Africa
3354,Eddie,Youth,photographer,Kingston,Jamaica
3355,Big,Whales,promoter,Montego Bay,Jamaica
3356,Donavan,Grant,story teller,Manchester,UK
3357,Courtney,Vibes,trader,Dakar,Senegal
3358,Winnie,Love,poet,Lisbon,Portugal
3359,Casey,Powell,philosopher,London,UK
3360,Ruby,Johnson,mix engineer,Negril,Jamaica
3361,Ali,Beckford,producer,St. Ann,Jamaica
3362,Alex,Vibes,welder,Montego Bay,Jamaica
3363,Likkle,Reid,doctor,Manchester,UK
3364,Likkle,Richardson,dread maker,Accra,Ghana
3365,Lloyd,Reid,journalist,Birmingham,UK
3366,Daddy,Trader,driver,Kingston,Jamaica
3367,Chloe,Moore,story teller,London,UK
3368,Judy,Lawrence,box lifter,São Paulo,Brazil
3369,Zekiah,Gardner,dancer,Kingston,Jamaica
3370,Delroy,Reid,horns player,São Paulo,Brazil
3371,Steff,Winner,photographer,St. Ann,Jamaica
3372,Chance,Crystal,box lifter,Negril,Jamaica
3373,Ashley,LeVI,dread maker,Kingston,Jamaica
3374,Ruby,Asher,deejay,Virgin Islands,Virgin Islands
3375,Horace,Jacobs,rodie,Birmingham,UK
3376,Clair,Wise,selectah,London,UK
3377,Jennifer,Hold,percussionist,St. Ann,Jamaica
3378,Kimberley,Edward,hustler,Spanish Town,Jamaica
3379,Leslie,Bhing,poet,Ocho Rios,Jamaica
3380,Kimberley,Smokey,percussionist,Trinidad & Tobago,Trinidad & Tobago
3381,Daryl,Winner,architect,London,UK
3382,Desmond,Davis,photographer,Spanish Town,Jamaica
3383,Taylor,Irie,deejay,Miami,USA
3384,Mark,West,poet,Kingston,Jamaica
3385,Tony,Jackson,dancer,Montego Bay,Jamaica
3386,Gene,Kultcha,teacher,Panama,Panama
3387,Desmond,Tucker,deejay,Paris,France
3388,Horace,Love,journalist,Ocho Rios,Jamaica
3389,Casey,Watson,deejay,New York,USA
3390,Gabby,Livingston,movie star,Spanish Town,Jamaica
3391,Jean,Pryce,singer,Kingston,Jamaica
3392,Ollie,Echo,grower,Paris,France
3393,Ellis,Anderson,selectah,St. Ann,Jamaica
3394,Benny,Bailey,trader,Addis Abeba,Ethiopia
3395,General,London,deejay,Bristol,UK
3396,Morgan,Wong,driver,New York,USA
3397,Jackie,Mystic,promoter,Negril,Jamaica
3398,Jada,Smith,story teller,New York,USA
3399,Cedella,Banks,rodie,St. Ann,Jamaica
3400,Queen,Vibes,designer,Montego Bay,Jamaica
3401,Mark,Judah,mix engineer,Dakar,Senegal
3402,Clive,I,doctor,Havana,Cuba
3403,Lou,Forbes,dancer,Ocho Rios,Jamaica
3404,Taylor,Reid,story teller,Accra,Ghana
3405,Lloyd,Banks,journalist,Paris,France
3406,Queen,Prophet,designer,Toronto,Canada
3407,Connie,Banks,teacher,Negril,Jamaica
3408,Sista,Youth,farmer,Mexico City,Mexico
3409,Big,Chung,grower,Manchester,UK
3410,Ketty,Fyah,story teller,São Luís,Brazil
3411,Connie,Ford,guitarist,Negril,Jamaica
3412,Benny,London,artisan,Ocho Rios,Jamaica
3413,Lee,Ward,rodie,Kingston,Jamaica
3414,Jess,Jarret,architect,Montego Bay,Jamaica
3415,Ashley,Lewis,guitarist,Ocho Rios,Jamaica
3416,Jah,Brooks,doctor,Negril,Jamaica
3417,Jude,Hold,rodie,Negril,Jamaica
3418,Ray,Chung,movie star,Spanish Town,Jamaica
3419,Clive,Fuller,keyboard player,Lalibela,Ethiopia
3420,Bertie,Ward,teacher,London,UK
3421,Bob,Cooper,grower,Spanish Town,Jamaica
3422,Cedella,EastWood,promoter,Accra,Ghana
3423,Alex,Warriah,journalist,London,UK
3424,Vinnie,Hyatt,hustler,San Andres,Colombia
3425,Benny,West,designer,Negril,Jamaica
3426,Big,Rodriguez,teacher,San Diego,USA
3427,Sammy,Watson,selectah,Kingston,Jamaica
3428,Judy,Fuller,mix engineer,Montego Bay,Jamaica
3429,Ashley,Champion,developer,New York,USA
3430,Cameron,Richardson,poet,Virgin Islands,Virgin Islands
3431,Steff,Forbes,philosopher,Virgin Islands,Virgin Islands
3432,Lioness,Love,writter,New York,USA
3433,Cedella,Cooper,movie star,New York,USA
3434,Connie,Davidson,dancer,San Francisco,USA
3435,Horace,Anderson,teacher,Ocho Rios,Jamaica
3436,Chloe,West,dread maker,Negril,Jamaica
3437,Lou,Davis,keyboard player,Paris,France
3438,Desmond,Johnson,trader,Montego Bay,Jamaica
3439,Tony,Hyatt,photographer,Spanish Town,Jamaica
3440,Miss,Edward,grower,Lisbon,Portugal
3441,August,Gardner,rodie,Spanish Town,Jamaica
3442,Chevelle,Tucker,percussionist,São Luís,Brazil
3443,Donavan,Warriah,poet,Montego Bay,Jamaica
3444,Taniyah,Lion,rodie,Spanish Town,Jamaica
3445,Ellis,Tucker,keyboard player,Kingston,Jamaica
3446,Jah,Ross,keyboard player,Ocho Rios,Jamaica
3447,Rickie,Asher,dealer,San Jose,Costa Rica
3448,Lioness,Lawson,farmer,Trinidad & Tobago,Trinidad & Tobago
3449,Linda,Warren,keyboard player,Kingston,Jamaica
3450,Vic,EastWood,architect,Bristol,UK
3451,Kimberley,Cooper,guitarist,San Jose,Costa Rica
3452,Jerry,Bhing,mix engineer,St. Ann,Jamaica
3453,Tony,Bull,philosopher,Lisbon,Portugal
3454,Leroy,Cooper,designer,Kingston,Jamaica
3455,Jude,Sterling,deejay,São Paulo,Brazil
3456,August,Watson,deejay,Spanish Town,Jamaica
3457,Noel,Warriah,dealer,St. Ann,Jamaica
3458,Ras,Prophet,dealer,Ocho Rios,Jamaica
3459,Mighty,Vibes,horns player,Salvador,Brazil
3460,Danny,Bull,dancer,Havana,Cuba
3461,Judy,Levi,singer,Kingston,Jamaica
3462,Sista,Warren,designer,Manchester,UK
3463,Don,Spirit,promoter,Montego Bay,Jamaica
3464,Noel,Love,percussionist,Montego Bay,Jamaica
3465,Andy,Wonder,philosopher,Negril,Jamaica
3466,August,Henderson,teacher,Ocho Rios,Jamaica
3467,Izzy,Sinclair,drummer,Ocho Rios,Jamaica
3468,Clive,Richardson,drummer,São Paulo,Brazil
3469,Francis,Wonder,keyboard player,Luanda,Angola
3470,Izzy,Davidson,box lifter,Ocho Rios,Jamaica
3471,Mark,Jarret,photographer,Negril,Jamaica
3472,General,Echo,dealer,Ocho Rios,Jamaica
3473,Taylor,Stone,dancer,London,UK
3474,Daryl,Prophet,grower,Ocho Rios,Jamaica
3475,Courtney,London,guitarist,Kingston,Jamaica
3476,Zekiah,Lion,poet,Ocho Rios,Jamaica
3477,Big,Davidson,writter,Kingston,Jamaica
3478,Carol,Richardson,philosopher,London,UK
3479,Kenroy,Wallace,deejay,London,UK
3480,Benny,Forrest,producer,Addis Abeba,Ethiopia
3481,Val,Cooper,dread maker,St. Ann,Jamaica
3482,Marion,Lawrence,bassist,Montego Bay,Jamaica
3483,Likkle,Pryce,mix engineer,London,UK
3484,Ketty,Bull,poet,New York,USA
3485,Sammy,Brown,teacher,London,UK
3486,Jackie,Fraser,story teller,London,UK
3487,Marion,Prophet,trader,Spanish Town,Jamaica
3488,Judy,Clarke,architect,Lisbon,Portugal
3489,Likkle,Smokey,cooker,Birmingham,UK
3490,Ollie,Forbes,philosopher,New York,USA
3491,Sammy,Stone,developer,Los Angeles,USA
3492,Reggie,Thompson,athlete,Lalibela,Ethiopia
3493,Ranking,Brooks,horns player,Miami,USA
3494,Natty,Whales,bassist,Montego Bay,Jamaica
3495,Shelly,Bailey,box lifter,Accra,Ghana
3496,Shannon,Davis,activist,Havana,Cuba
3497,Vinnie,Cooper,artisan,St. Ann,Jamaica
3498,Shannon,Vibes,hustler,St. Ann,Jamaica
3499,Willy,Fraser,welder,Spanish Town,Jamaica
3500,Val,Echo,journalist,Spanish Town,Jamaica
3501,Mark,Trader,rodie,Accra,Ghana
3502,Connie,Jones,singer,Spanish Town,Jamaica
3503,Morgan,Smokey,drummer,Spanish Town,Jamaica
3504,Jean,Prophet,singer,Luanda,Angola
3505,Carol,Warriah,hustler,Trinidad & Tobago,Trinidad & Tobago
3506,Kaleisha,Asher,horns player,Negril,Jamaica
3507,Lou,Richardson,box lifter,London,UK
3508,Lou,Cole,deejay,London,UK
3509,Kimberley,Nelson,painter,Negril,Jamaica
3510,Marion,Buchanan,photographer,Negril,Jamaica
3511,Ray,Echo,guitarist,Spanish Town,Jamaica
3512,Leslie,Spirit,grower,St. Ann,Jamaica
3513,Jerry,Russell,trader,Los Angeles,USA
3514,Ollie,Wong,cooker,London,UK
3515,Daryl,Forrest,painter,St. Ann,Jamaica
3516,Courtney,Lion,doctor,Kingston,Jamaica
3517,Aayla,Banks,artisan,London,UK
3518,Shelly,Wise,dread maker,Paris,France
3519,Lloyd,Nelson,dancer,San Jose,Costa Rica
3520,Don,Haynes,poet,Montego Bay,Jamaica
3521,Vic,Champion,story teller,Ocho Rios,Jamaica
3522,August,Jacobs,horns player,Montego Bay,Jamaica
3523,Alex,Brooks,driver,London,UK
3524,Lloyd,Clarke,deejay,Trinidad & Tobago,Trinidad & Tobago
3525,Noel,Lion,athlete,Kingston,Jamaica
3526,Tony,Fisher,singer,Manchester,UK
